transaction_id,customer_id,transaction_date,total_amount,discount_amount,tax_amount,payment_method,status,channel,created_at
4726,899,2024-08-18T10:30:18.394351,604.09,119.19,60.41,credit_card,completed,online,2026-07-06T09:25:46.386226
4727,1207,2025-03-17T14:24:33.242316,51.95,5.01,5.2,debit_card,completed,online,2026-07-06T09:25:46.386274
4728,765,2025-11-03T20:27:45.699913,242.77,40.69,24.28,bank_transfer,completed,mobile,2026-07-06T09:25:46.386382
4729,1849,2025-12-02T04:43:08.001292,637.65,114.77,63.77,debit_card,completed,mobile,2026-07-06T09:25:46.386474
4730,326,2025-11-10T14:55:37.070143,165.5,31.4,16.55,bank_transfer,refunded,in_store,2026-07-06T09:25:46.386528
4731,746,2025-06-20T22:59:44.594911,224.63,5.29,22.46,bank_transfer,completed,mobile,2026-07-06T09:25:46.386578
4732,511,2025-01-21T03:46:33.754191,676.58,20.88,67.66,credit_card,completed,in_store,2026-07-06T09:25:46.386625
4733,1180,2024-10-31T22:05:06.343637,91.83,9.29,9.18,paypal,completed,online,2026-07-06T09:25:46.386720
4734,625,2025-09-18T05:31:02.973002,68.69,1.95,6.87,debit_card,completed,phone,2026-07-06T09:25:46.386771
4735,1106,2025-04-25T05:30:15.417738,71.86,0.1,7.19,credit_card,completed,in_store,2026-07-06T09:25:46.386819
4736,436,2024-12-13T00:22:14.075380,373.11,60.53,37.31,bank_transfer,completed,online,2026-07-06T09:25:46.386882
4737,415,2025-05-04T19:12:33.366893,179.49,7.38,17.95,paypal,completed,mobile,2026-07-06T09:25:46.386966
4738,1340,2024-08-27T15:02:22.287442,258.74,20.99,25.87,debit_card,completed,in_store,2026-07-06T09:25:46.387027
4739,547,2024-11-16T07:37:12.293842,85.29,15.97,8.53,bank_transfer,completed,phone,2026-07-06T09:25:46.387095
4740,1021,2026-02-13T00:48:17.426678,254.22,1.4,25.42,credit_card,completed,online,2026-07-06T09:25:46.387146
4741,204,2025-02-12T09:36:18.248508,103.59,19.45,10.36,paypal,completed,mobile,2026-07-06T09:25:46.387193
4742,105,2024-10-13T00:11:03.910584,308.22,1.93,30.82,paypal,completed,online,2026-07-06T09:25:46.387244
4743,633,2025-11-23T11:17:33.745935,196.16,25.91,19.62,paypal,completed,phone,2026-07-06T09:25:46.387292
4744,1692,2025-11-21T10:40:34.309874,12.91,1.88,1.29,bank_transfer,completed,phone,2026-07-06T09:25:46.387339
4745,1857,2025-11-28T18:46:28.106361,86.08,15.06,8.61,paypal,completed,phone,2026-07-06T09:25:46.387391
4746,1514,2025-12-28T07:45:02.729851,241.41,40.19,24.14,paypal,completed,in_store,2026-07-06T09:25:46.387438
4747,250,2024-11-13T03:52:43.614017,268.77,23.5,26.88,debit_card,completed,phone,2026-07-06T09:25:46.387485
4748,1002,2025-03-11T16:39:13.106048,55.14,3.02,5.51,paypal,completed,online,2026-07-06T09:25:46.387533
4749,1238,2025-09-16T23:35:46.569186,43.29,6.28,4.33,bank_transfer,completed,mobile,2026-07-06T09:25:46.387582
4750,353,2025-12-16T16:57:13.666348,185.06,25.39,18.51,credit_card,completed,mobile,2026-07-06T09:25:46.387629
4751,1781,2024-07-15T11:46:26.338244,34.4,1.51,3.44,debit_card,completed,online,2026-07-06T09:25:46.387679
4752,252,2025-02-02T04:39:37.869952,2.16,0.3,0.22,debit_card,completed,mobile,2026-07-06T09:25:46.387729
4753,1472,2025-01-07T02:14:05.733004,162.63,0.22,16.26,paypal,refunded,in_store,2026-07-06T09:25:46.387836
4754,929,2025-08-02T02:01:46.996730,384.58,27.01,38.46,bank_transfer,completed,in_store,2026-07-06T09:25:46.387890
4755,1332,2024-09-05T00:32:27.373655,17.56,3.34,1.76,bank_transfer,completed,in_store,2026-07-06T09:25:46.387940
4756,1716,2025-01-28T18:24:13.807915,56.89,6.24,5.69,debit_card,completed,online,2026-07-06T09:25:46.387989
4757,636,2025-10-08T11:02:29.487143,77.09,12.62,7.71,paypal,completed,phone,2026-07-06T09:25:46.388038
4758,1367,2024-10-14T21:19:18.716785,101.46,15.97,10.15,bank_transfer,completed,phone,2026-07-06T09:25:46.388086
4759,1474,2025-11-09T07:16:49.715406,403.71,65.92,40.37,bank_transfer,completed,in_store,2026-07-06T09:25:46.388134
4760,1152,2026-05-15T14:25:57.802575,98.28,7.75,9.83,paypal,completed,in_store,2026-07-06T09:25:46.388185
4761,893,2025-11-28T17:36:21.940712,284.44,7.95,28.44,paypal,completed,in_store,2026-07-06T09:25:46.388277
4762,745,2026-02-26T18:02:19.929366,391.72,5.53,39.17,credit_card,completed,phone,2026-07-06T09:25:46.388331
4763,1027,2026-02-14T01:19:57.799792,113.0,13.41,11.3,bank_transfer,cancelled,phone,2026-07-06T09:25:46.388382
4764,291,2025-04-24T05:23:48.278394,67.08,9.93,6.71,debit_card,completed,online,2026-07-06T09:25:46.388435
4765,1418,2025-10-24T16:56:36.297418,174.2,19.3,17.42,credit_card,completed,mobile,2026-07-06T09:25:46.388485
4766,1605,2026-01-05T20:17:46.195945,135.55,14.54,13.56,debit_card,completed,phone,2026-07-06T09:25:46.388536
4767,127,2024-11-18T14:17:22.860903,230.65,12.71,23.07,bank_transfer,completed,mobile,2026-07-06T09:25:46.388683
4768,885,2026-02-05T12:59:14.599814,54.64,9.41,5.46,debit_card,completed,mobile,2026-07-06T09:25:46.388748
4769,527,2026-05-28T17:32:19.119514,26.55,4.6,2.66,debit_card,completed,online,2026-07-06T09:25:46.388800
4770,1161,2025-05-17T20:27:19.437773,117.78,4.47,11.78,debit_card,completed,online,2026-07-06T09:25:46.388850
4771,230,2026-03-23T07:29:13.778323,340.72,7.39,34.07,paypal,completed,phone,2026-07-06T09:25:46.388946
4772,663,2024-07-19T21:49:39.331744,65.46,6.57,6.55,paypal,completed,in_store,2026-07-06T09:25:46.389011
4773,729,2024-09-15T10:11:39.037214,69.67,9.71,6.97,debit_card,completed,online,2026-07-06T09:25:46.389061
4774,844,2025-10-21T21:51:14.421261,63.15,3.49,6.32,bank_transfer,refunded,in_store,2026-07-06T09:25:46.389112
4775,433,2024-09-18T11:59:15.490816,91.0,17.36,9.1,paypal,completed,phone,2026-07-06T09:25:46.389201
4776,410,2024-10-25T05:56:30.301893,474.25,83.44,47.43,bank_transfer,completed,online,2026-07-06T09:25:46.389267
4777,1985,2026-01-29T03:07:43.261797,160.39,10.53,16.04,bank_transfer,refunded,phone,2026-07-06T09:25:46.389318
4778,417,2026-01-18T19:33:50.372610,543.9,26.92,54.39,paypal,completed,phone,2026-07-06T09:25:46.389367
4779,1339,2025-04-16T15:44:53.360155,163.73,2.24,16.37,debit_card,completed,phone,2026-07-06T09:25:46.389417
4780,1229,2026-05-20T10:57:26.929781,351.45,48.68,35.15,credit_card,completed,phone,2026-07-06T09:25:46.389469
4781,1914,2026-04-12T10:53:52.594159,20.7,3.56,2.07,paypal,completed,phone,2026-07-06T09:25:46.389648
4782,402,2026-01-26T04:59:24.560488,182.45,6.13,18.25,bank_transfer,completed,in_store,2026-07-06T09:25:46.389721
4783,742,2025-08-02T02:31:40.501476,22.17,2.33,2.22,credit_card,completed,phone,2026-07-06T09:25:46.389774
4784,1489,2025-09-21T04:14:56.952600,31.84,3.07,3.18,credit_card,completed,online,2026-07-06T09:25:46.389824
4785,1673,2025-06-27T13:05:43.249668,21.08,4.17,2.11,bank_transfer,completed,online,2026-07-06T09:25:46.389874
4786,641,2024-10-31T19:26:50.496174,170.76,34.04,17.08,debit_card,completed,mobile,2026-07-06T09:25:46.389958
4787,326,2025-09-23T00:43:53.503187,116.49,15.39,11.65,credit_card,refunded,online,2026-07-06T09:25:46.390011
4788,1305,2026-03-13T00:35:13.846414,224.31,35.96,22.43,credit_card,completed,in_store,2026-07-06T09:25:46.390060
4789,784,2025-09-07T15:29:16.238815,343.95,50.29,34.4,debit_card,completed,in_store,2026-07-06T09:25:46.390110
4790,74,2024-07-17T02:15:46.670419,80.95,2.96,8.1,credit_card,completed,phone,2026-07-06T09:25:46.390160
4791,483,2025-05-19T21:45:43.637722,78.65,9.94,7.87,debit_card,cancelled,in_store,2026-07-06T09:25:46.390215
4792,387,2025-01-02T05:20:32.441978,5.57,0.17,0.56,debit_card,completed,in_store,2026-07-06T09:25:46.390315
4793,1955,2026-03-31T01:57:12.890091,41.28,4.45,4.13,paypal,completed,online,2026-07-06T09:25:46.390370
4794,1935,2024-09-18T01:38:06.155141,154.59,9.7,15.46,paypal,completed,in_store,2026-07-06T09:25:46.390422
4795,1811,2026-03-04T16:24:49.977134,336.6,4.13,33.66,paypal,completed,mobile,2026-07-06T09:25:46.390471
4796,1000,2025-02-23T07:39:40.358062,209.77,14.54,20.98,paypal,completed,mobile,2026-07-06T09:25:46.390522
4797,378,2024-08-31T11:00:28.500880,200.63,9.9,20.06,credit_card,completed,phone,2026-07-06T09:25:46.390570
4798,9,2025-06-13T15:21:52.380072,3.71,0.2,0.37,paypal,refunded,mobile,2026-07-06T09:25:46.390616
4799,25,2025-10-23T06:44:47.147668,13.5,2.45,1.35,bank_transfer,completed,mobile,2026-07-06T09:25:46.390663
4800,1413,2024-12-25T02:41:05.314225,40.3,2.65,4.03,debit_card,refunded,mobile,2026-07-06T09:25:46.390711
4801,1290,2025-05-23T05:21:21.572939,211.89,20.72,21.19,debit_card,completed,in_store,2026-07-06T09:25:46.390760
4802,133,2024-10-12T17:29:20.923011,63.04,5.56,6.3,bank_transfer,completed,in_store,2026-07-06T09:25:46.390892
4803,657,2026-03-15T14:16:11.923301,96.89,4.36,9.69,paypal,completed,online,2026-07-06T09:25:46.391007
4804,369,2026-04-20T22:04:33.804021,50.97,9.56,5.1,bank_transfer,completed,online,2026-07-06T09:25:46.391060
4805,1189,2024-12-27T16:13:13.204201,62.23,8.5,6.22,debit_card,completed,mobile,2026-07-06T09:25:46.391110
4806,1450,2025-09-16T03:32:23.170938,140.17,5.02,14.02,credit_card,completed,online,2026-07-06T09:25:46.391159
4807,202,2024-07-07T03:47:11.828191,63.64,11.88,6.36,debit_card,completed,mobile,2026-07-06T09:25:46.391204
4808,895,2025-04-16T06:30:53.095987,151.83,17.29,15.18,debit_card,completed,in_store,2026-07-06T09:25:46.391253
4809,1664,2025-02-16T04:16:38.472017,105.25,18.77,10.53,bank_transfer,completed,mobile,2026-07-06T09:25:46.391303
4810,144,2025-10-21T15:47:56.198906,183.04,30.47,18.3,debit_card,completed,online,2026-07-06T09:25:46.391352
4811,1411,2025-06-12T13:36:18.123730,37.47,6.89,3.75,credit_card,completed,phone,2026-07-06T09:25:46.391474
4812,1428,2025-06-20T12:27:19.830311,63.84,3.1,6.38,paypal,completed,online,2026-07-06T09:25:46.391547
4813,173,2025-03-15T08:33:14.015328,446.2,71.57,44.62,credit_card,completed,mobile,2026-07-06T09:25:46.391599
4814,1897,2025-06-07T11:42:44.861542,611.39,4.11,61.14,bank_transfer,completed,in_store,2026-07-06T09:25:46.391650
4815,1469,2026-01-18T09:24:47.694957,136.71,1.25,13.67,paypal,completed,mobile,2026-07-06T09:25:46.391695
4816,804,2024-11-27T18:37:39.376611,75.1,13.17,7.51,paypal,completed,mobile,2026-07-06T09:25:46.391742
4817,1154,2024-09-07T00:55:27.911607,260.35,38.99,26.04,bank_transfer,completed,in_store,2026-07-06T09:25:46.391793
4818,1891,2024-10-14T23:31:19.618906,23.91,3.3,2.39,credit_card,completed,phone,2026-07-06T09:25:46.391843
4819,1822,2025-11-18T00:53:31.184080,148.83,4.92,14.88,bank_transfer,completed,mobile,2026-07-06T09:25:46.391893
4820,97,2025-02-27T02:23:17.684859,57.66,5.33,5.77,bank_transfer,refunded,in_store,2026-07-06T09:25:46.391939
4821,1233,2024-12-28T07:41:21.712908,165.69,3.53,16.57,debit_card,completed,in_store,2026-07-06T09:25:46.391987
4822,1205,2024-07-24T00:54:17.100925,36.89,0.11,3.69,credit_card,completed,phone,2026-07-06T09:25:46.392034
4823,701,2024-11-28T18:55:58.013110,35.68,6.96,3.57,bank_transfer,completed,phone,2026-07-06T09:25:46.392082
4824,581,2026-04-01T11:31:09.948519,402.86,71.28,40.29,bank_transfer,completed,phone,2026-07-06T09:25:46.392161
4825,1348,2025-03-08T20:09:07.799763,19.28,0.64,1.93,paypal,cancelled,online,2026-07-06T09:25:46.392217
4826,863,2025-04-11T12:57:37.144570,41.43,2.27,4.14,debit_card,completed,in_store,2026-07-06T09:25:46.392270
4827,1616,2026-05-03T15:25:25.582714,257.26,18.2,25.73,bank_transfer,completed,in_store,2026-07-06T09:25:46.392321
4828,685,2025-05-05T14:00:08.475518,417.76,64.44,41.78,paypal,completed,mobile,2026-07-06T09:25:46.392371
4829,1014,2025-05-27T00:07:32.242841,60.72,5.65,6.07,debit_card,completed,online,2026-07-06T09:25:46.392420
4830,222,2025-01-05T13:44:44.958636,255.25,26.27,25.53,bank_transfer,completed,phone,2026-07-06T09:25:46.392469
4831,740,2026-04-25T04:17:36.150261,66.7,10.9,6.67,bank_transfer,completed,phone,2026-07-06T09:25:46.392547
4832,1312,2024-11-22T07:42:04.417218,1.9,0.3,0.19,debit_card,completed,phone,2026-07-06T09:25:46.392596
4833,1167,2026-04-28T21:39:21.227085,204.36,6.27,20.44,bank_transfer,completed,in_store,2026-07-06T09:25:46.392644
4834,1155,2024-08-26T00:12:51.481255,152.18,2.69,15.22,debit_card,completed,mobile,2026-07-06T09:25:46.392692
4835,694,2024-09-17T06:02:03.857201,59.19,8.67,5.92,paypal,completed,in_store,2026-07-06T09:25:46.392753
4836,1314,2024-09-10T16:58:13.018625,274.12,10.85,27.41,debit_card,completed,phone,2026-07-06T09:25:46.392799
4837,584,2025-05-04T17:50:25.452280,79.96,4.37,8.0,debit_card,refunded,in_store,2026-07-06T09:25:46.392845
4838,1734,2024-12-18T14:06:04.108809,36.12,1.34,3.61,bank_transfer,completed,online,2026-07-06T09:25:46.392903
4839,367,2025-02-03T05:58:07.137165,37.4,3.64,3.74,debit_card,completed,mobile,2026-07-06T09:25:46.393184
4840,638,2025-08-03T22:08:38.827830,67.34,10.2,6.73,debit_card,completed,mobile,2026-07-06T09:25:46.393326
4841,179,2026-02-02T16:47:45.219976,140.23,10.36,14.02,paypal,completed,mobile,2026-07-06T09:25:46.393393
4842,1650,2025-02-10T21:16:38.123968,122.13,0.62,12.21,bank_transfer,completed,in_store,2026-07-06T09:25:46.393473
4843,1118,2024-10-16T22:07:40.928365,33.12,0.36,3.31,bank_transfer,completed,mobile,2026-07-06T09:25:46.393651
4844,1540,2025-10-28T02:42:51.455122,161.48,21.19,16.15,bank_transfer,completed,online,2026-07-06T09:25:46.393727
4845,1036,2024-11-27T04:20:29.452641,7.74,1.51,0.77,debit_card,completed,phone,2026-07-06T09:25:46.393815
4846,1245,2025-03-31T16:43:02.747702,84.57,6.63,8.46,paypal,completed,mobile,2026-07-06T09:25:46.393889
4847,10,2026-04-12T03:50:58.899688,84.69,11.59,8.47,paypal,completed,phone,2026-07-06T09:25:46.393945
4848,1523,2024-07-18T18:46:31.942911,105.65,18.57,10.57,paypal,refunded,online,2026-07-06T09:25:46.394000
4849,371,2026-04-10T02:37:59.062199,113.05,7.58,11.3,paypal,completed,phone,2026-07-06T09:25:46.394059
4850,378,2025-09-28T01:56:11.315592,27.08,2.58,2.71,bank_transfer,completed,mobile,2026-07-06T09:25:46.394141
4851,293,2026-07-04T01:28:43.626291,35.49,6.48,3.55,paypal,completed,mobile,2026-07-06T09:25:46.394177
4852,623,2025-10-17T21:41:22.286664,100.37,12.69,10.04,bank_transfer,refunded,mobile,2026-07-06T09:25:46.394212
4853,1397,2025-10-26T00:27:16.293052,96.25,1.06,9.62,paypal,completed,mobile,2026-07-06T09:25:46.394247
4854,519,2025-02-18T05:23:49.122139,227.77,30.97,22.78,paypal,completed,phone,2026-07-06T09:25:46.394281
4855,724,2025-08-25T02:39:51.934333,80.73,1.7,8.07,credit_card,refunded,in_store,2026-07-06T09:25:46.394315
4856,179,2025-01-02T04:03:36.041790,137.25,20.41,13.73,credit_card,cancelled,phone,2026-07-06T09:25:46.394349
4857,791,2025-03-22T19:19:36.242451,27.73,4.51,2.77,bank_transfer,refunded,mobile,2026-07-06T09:25:46.394383
4858,1832,2025-04-10T05:05:22.915981,47.58,2.38,4.76,paypal,completed,mobile,2026-07-06T09:25:46.394417
4859,1332,2025-03-13T04:30:38.368535,171.0,27.23,17.1,paypal,completed,phone,2026-07-06T09:25:46.394451
4860,1639,2026-03-25T07:08:21.771320,145.76,9.45,14.58,credit_card,completed,in_store,2026-07-06T09:25:46.394485
4861,1997,2025-12-06T04:18:38.897987,47.84,8.13,4.78,debit_card,completed,mobile,2026-07-06T09:25:46.394518
4862,1116,2025-05-17T13:19:54.391370,304.69,33.18,30.47,credit_card,completed,mobile,2026-07-06T09:25:46.394551
4863,140,2024-09-08T03:57:10.536149,46.77,3.94,4.68,debit_card,completed,mobile,2026-07-06T09:25:46.394624
4864,1986,2025-04-24T18:59:05.939852,102.17,10.09,10.22,debit_card,completed,online,2026-07-06T09:25:46.394669
4865,324,2025-05-07T18:36:03.198825,14.32,1.93,1.43,debit_card,refunded,online,2026-07-06T09:25:46.394703
4866,1027,2026-04-29T10:08:04.122673,11.98,0.52,1.2,paypal,completed,online,2026-07-06T09:25:46.394735
4867,204,2024-11-25T21:42:57.088371,148.0,7.12,14.8,paypal,completed,online,2026-07-06T09:25:46.394784
4868,1692,2024-09-04T21:15:20.236080,395.04,19.15,39.5,bank_transfer,completed,mobile,2026-07-06T09:25:46.394825
4869,10,2026-05-14T15:20:40.876374,170.4,9.92,17.04,debit_card,completed,phone,2026-07-06T09:25:46.394861
4870,1125,2025-02-28T04:31:11.331302,6.99,0.34,0.7,bank_transfer,completed,online,2026-07-06T09:25:46.394906
4871,713,2024-11-17T03:20:42.661308,269.13,9.85,26.91,credit_card,completed,mobile,2026-07-06T09:25:46.394941
4872,996,2026-01-08T07:52:15.730224,15.42,2.38,1.54,paypal,completed,online,2026-07-06T09:25:46.394977
4873,216,2024-10-13T00:27:20.061580,1.17,0.0,0.12,credit_card,refunded,phone,2026-07-06T09:25:46.395012
4874,1810,2024-10-15T14:23:50.978413,304.68,51.36,30.47,debit_card,completed,mobile,2026-07-06T09:25:46.395046
4875,1085,2025-02-28T09:59:42.290123,419.56,71.32,41.96,debit_card,completed,mobile,2026-07-06T09:25:46.395079
4876,1594,2024-12-10T22:36:50.969173,229.98,23.47,23.0,bank_transfer,completed,online,2026-07-06T09:25:46.395112
4877,624,2025-02-16T11:31:32.404915,56.23,8.08,5.62,bank_transfer,completed,online,2026-07-06T09:25:46.395145
4878,1839,2025-10-30T23:48:55.421555,93.88,11.76,9.39,bank_transfer,completed,phone,2026-07-06T09:25:46.395178
4879,1856,2025-12-17T15:22:01.147999,22.73,4.4,2.27,credit_card,completed,online,2026-07-06T09:25:46.395211
4880,1501,2026-02-27T17:35:22.283197,7.16,0.34,0.72,credit_card,completed,mobile,2026-07-06T09:25:46.395249
4881,1314,2025-09-13T23:26:56.513579,49.91,7.12,4.99,credit_card,completed,mobile,2026-07-06T09:25:46.395283
4882,1396,2026-01-13T17:16:43.974564,27.54,2.1,2.75,credit_card,completed,mobile,2026-07-06T09:25:46.395316
4883,1119,2025-08-24T22:01:24.635331,29.39,4.1,2.94,debit_card,completed,in_store,2026-07-06T09:25:46.395350
4884,329,2025-12-08T00:56:05.141913,31.04,2.8,3.1,paypal,completed,online,2026-07-06T09:25:46.395385
4885,229,2025-09-14T08:15:25.387501,323.2,5.7,32.32,credit_card,completed,in_store,2026-07-06T09:25:46.395488
4886,1955,2025-04-28T17:29:17.411429,193.95,6.42,19.39,debit_card,completed,phone,2026-07-06T09:25:46.395549
4887,1535,2026-06-17T01:14:52.117123,102.21,0.54,10.22,credit_card,completed,online,2026-07-06T09:25:46.395590
4888,1891,2025-06-04T01:36:39.654845,17.98,1.56,1.8,bank_transfer,completed,phone,2026-07-06T09:25:46.395656
4889,15,2025-08-11T12:24:26.227339,200.26,38.17,20.03,debit_card,completed,in_store,2026-07-06T09:25:46.395700
4890,526,2026-07-05T07:31:59.984210,31.39,2.49,3.14,debit_card,completed,mobile,2026-07-06T09:25:46.395735
4891,84,2024-12-14T11:59:30.371039,226.92,7.74,22.69,paypal,completed,in_store,2026-07-06T09:25:46.395769
4892,580,2024-11-11T16:26:19.716759,35.11,6.02,3.51,credit_card,completed,mobile,2026-07-06T09:25:46.395803
4893,1597,2025-11-06T14:56:51.219945,12.12,1.27,1.21,credit_card,completed,in_store,2026-07-06T09:25:46.395837
4894,655,2025-07-03T09:01:08.944461,4.18,0.27,0.42,credit_card,completed,in_store,2026-07-06T09:25:46.395870
4895,1903,2026-06-21T06:15:24.526617,26.84,1.56,2.68,bank_transfer,completed,mobile,2026-07-06T09:25:46.395902
4896,894,2025-04-15T00:27:49.282790,228.26,23.02,22.83,bank_transfer,completed,online,2026-07-06T09:25:46.395935
4897,1488,2024-07-10T16:08:32.091275,198.55,22.2,19.86,debit_card,cancelled,phone,2026-07-06T09:25:46.395970
4898,1702,2025-05-18T08:51:51.847991,74.81,9.87,7.48,credit_card,completed,mobile,2026-07-06T09:25:46.396003
4899,16,2024-09-08T10:32:50.169314,58.28,8.37,5.83,credit_card,completed,mobile,2026-07-06T09:25:46.396053
4900,1219,2024-11-26T06:58:33.999057,87.47,7.95,8.75,bank_transfer,completed,mobile,2026-07-06T09:25:46.396090
4901,242,2025-11-23T11:02:44.385939,119.28,13.47,11.93,debit_card,completed,in_store,2026-07-06T09:25:46.396126
4902,130,2026-01-31T12:37:11.535361,17.13,2.57,1.71,debit_card,completed,phone,2026-07-06T09:25:46.396160
4903,1094,2025-10-16T21:40:21.250429,338.63,57.56,33.86,credit_card,completed,online,2026-07-06T09:25:46.396195
4904,85,2025-02-27T04:44:12.480131,67.85,2.43,6.79,bank_transfer,completed,online,2026-07-06T09:25:46.396229
4905,1704,2024-08-04T19:06:24.023322,168.32,21.48,16.83,paypal,completed,phone,2026-07-06T09:25:46.396330
4906,944,2025-02-16T00:36:48.634914,242.9,34.93,24.29,credit_card,completed,in_store,2026-07-06T09:25:46.396371
4907,1757,2026-06-21T18:05:05.811110,116.73,21.93,11.67,bank_transfer,completed,phone,2026-07-06T09:25:46.396408
4908,184,2025-07-08T08:54:15.973124,455.89,57.51,45.59,debit_card,completed,in_store,2026-07-06T09:25:46.396443
4909,1353,2024-07-12T00:10:04.952729,265.32,23.76,26.53,credit_card,completed,in_store,2026-07-06T09:25:46.396499
4910,505,2026-05-28T08:16:29.539813,117.47,1.89,11.75,credit_card,completed,online,2026-07-06T09:25:46.396533
4911,1730,2026-04-17T00:30:43.855178,15.77,2.38,1.58,paypal,completed,in_store,2026-07-06T09:25:46.396567
4912,1424,2024-07-16T12:43:19.363604,179.95,17.99,18.0,bank_transfer,completed,phone,2026-07-06T09:25:46.396601
4913,693,2025-04-24T00:24:20.087372,348.6,40.75,34.86,debit_card,completed,phone,2026-07-06T09:25:46.396647
4914,80,2024-10-17T10:48:47.079835,200.79,3.87,20.08,debit_card,completed,phone,2026-07-06T09:25:46.396749
4915,1909,2025-10-12T07:48:28.610647,82.27,5.45,8.23,bank_transfer,completed,phone,2026-07-06T09:25:46.396789
4916,1812,2026-06-06T04:11:37.120620,213.06,1.71,21.31,debit_card,completed,online,2026-07-06T09:25:46.396825
4917,1961,2025-10-24T06:23:45.030607,43.47,8.57,4.35,debit_card,completed,mobile,2026-07-06T09:25:46.396860
4918,661,2025-08-27T02:34:01.999085,87.09,11.45,8.71,debit_card,completed,online,2026-07-06T09:25:46.396894
4919,1205,2025-01-06T11:59:11.920656,144.06,10.18,14.41,debit_card,completed,phone,2026-07-06T09:25:46.396929
4920,1029,2026-03-30T06:12:23.263120,229.76,16.58,22.98,bank_transfer,completed,phone,2026-07-06T09:25:46.396962
4921,1795,2025-11-11T13:02:06.226600,473.09,58.61,47.31,debit_card,completed,in_store,2026-07-06T09:25:46.396996
4922,1285,2024-10-05T11:49:29.930775,180.89,32.26,18.09,credit_card,completed,in_store,2026-07-06T09:25:46.397028
4923,498,2026-05-29T19:20:05.055605,4.57,0.75,0.46,bank_transfer,completed,mobile,2026-07-06T09:25:46.397061
4924,632,2025-10-08T01:05:23.507399,187.69,30.03,18.77,bank_transfer,completed,in_store,2026-07-06T09:25:46.397094
4925,509,2024-11-29T17:51:43.431768,46.5,6.3,4.65,debit_card,completed,phone,2026-07-06T09:25:46.397127
4926,1455,2026-05-15T05:14:20.918595,238.49,16.54,23.85,debit_card,completed,phone,2026-07-06T09:25:46.397161
4927,1616,2026-05-19T10:18:28.054335,162.49,13.17,16.25,debit_card,completed,in_store,2026-07-06T09:25:46.397195
4928,1701,2024-11-04T23:58:57.473485,543.52,94.19,54.35,debit_card,completed,online,2026-07-06T09:25:46.397244
4929,116,2026-05-18T03:08:08.998012,419.72,52.95,41.97,credit_card,completed,mobile,2026-07-06T09:25:46.397277
4930,239,2025-12-21T10:09:30.900841,42.32,6.6,4.23,paypal,completed,mobile,2026-07-06T09:25:46.397319
4931,402,2024-11-19T21:01:25.377046,14.45,1.15,1.45,paypal,completed,in_store,2026-07-06T09:25:46.397353
4932,434,2026-04-05T03:43:41.019807,29.23,5.11,2.92,bank_transfer,completed,phone,2026-07-06T09:25:46.397387
4933,747,2026-05-28T19:52:06.624863,30.12,1.31,3.01,bank_transfer,completed,in_store,2026-07-06T09:25:46.397419
4934,1468,2025-01-12T22:24:19.065728,46.46,3.37,4.65,credit_card,completed,in_store,2026-07-06T09:25:46.397453
4935,1913,2025-02-19T18:23:18.474534,34.11,5.94,3.41,debit_card,completed,online,2026-07-06T09:25:46.397485
4936,1180,2025-01-30T00:39:33.881065,94.44,5.01,9.44,paypal,completed,in_store,2026-07-06T09:25:46.397564
4937,1568,2025-04-14T23:43:10.461431,97.53,5.63,9.75,credit_card,completed,in_store,2026-07-06T09:25:46.397697
4938,615,2025-05-07T09:13:15.663270,29.7,3.72,2.97,bank_transfer,completed,online,2026-07-06T09:25:46.397770
4939,1279,2025-10-22T04:06:49.065595,344.24,5.14,34.42,credit_card,completed,phone,2026-07-06T09:25:46.397823
4940,1251,2026-01-17T18:41:58.463464,47.85,4.7,4.79,debit_card,refunded,phone,2026-07-06T09:25:46.397905
4941,1800,2025-09-25T09:12:45.207300,51.01,5.98,5.1,bank_transfer,completed,phone,2026-07-06T09:25:46.397951
4942,1335,2025-05-18T13:48:58.903222,195.54,12.64,19.55,bank_transfer,completed,online,2026-07-06T09:25:46.397990
4943,126,2025-10-30T09:11:35.762284,66.97,11.44,6.7,bank_transfer,completed,online,2026-07-06T09:25:46.398025
4944,1334,2025-04-16T16:54:57.872152,45.39,8.91,4.54,credit_card,completed,mobile,2026-07-06T09:25:46.398059
4945,1165,2025-10-08T19:20:56.045033,291.35,27.98,29.14,debit_card,refunded,mobile,2026-07-06T09:25:46.398093
4946,1665,2026-05-14T01:34:31.314711,7.49,1.43,0.75,debit_card,completed,mobile,2026-07-06T09:25:46.398126
4947,1031,2025-04-14T04:06:07.307778,907.5,4.67,90.75,credit_card,completed,phone,2026-07-06T09:25:46.398160
4948,489,2025-07-16T05:59:32.860957,584.51,105.69,58.45,bank_transfer,completed,phone,2026-07-06T09:25:46.398209
4949,1526,2025-12-06T00:14:43.310069,421.44,26.01,42.14,credit_card,cancelled,online,2026-07-06T09:25:46.398244
4950,28,2024-07-09T09:28:21.115834,380.59,48.1,38.06,bank_transfer,completed,phone,2026-07-06T09:25:46.398276
4951,1657,2026-02-01T11:46:10.919485,18.2,0.1,1.82,bank_transfer,completed,phone,2026-07-06T09:25:46.398309
4952,1805,2025-11-22T14:46:33.917698,366.51,44.5,36.65,debit_card,completed,online,2026-07-06T09:25:46.398350
